component_id	serovar	reference_strain	gene_name	aliases	accession	gene_order	orientation	sequence_length	upstream_neighbor	downstream_neighbor	functional_category	source_publication	doi	local_fasta	sequence_sha256	notes
S09_KC795429.1	9	D74	funV9		KC795429.1	6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1167	funP9	gltL9	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795429_1.fasta	05c9770ad13dabc1c5134c786e22c4b3cbc08de678a8598ea338108a428d8524	DOWNLOADED
S09_KC795430.1	9	D74	gltL9		KC795430.1	7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1119	funV9	gltM9	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795430_1.fasta	2ba3495010ee3ea1eab36384bcd5bb946b15fd3f06c30a348086208e25d50dfc	DOWNLOADED
S09_KC795431.1	9	D74	gltM9		KC795431.1	8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1134	gltL9	ndeB9	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795431_1.fasta	aa34e2ee0cc469792d4f923b9b4aede3b440cae30d4edcc9031fdc63bf5c7884	DOWNLOADED
S09_KC795432.1	9	D74	ndeB9		KC795432.1	9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	858	gltM9	pilT9	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795432_1.fasta	b940eee5729bf243ffd58a9b8369232a9ca36e5dd1271c4ae5cee6033f2a755a	DOWNLOADED
S09_KC795433.1	9	D74	pilT9		KC795433.1	10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	393	ndeB9	cap5M9	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795433_1.fasta	4c543f6c39034a58331cb174340611675251c93606a062d51d11f2653f6f90a4	DOWNLOADED
S09_KC795434.1	9	D74	cap5M9		KC795434.1	11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	549	pilT9	capD9	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795434_1.fasta	a11e7e5fe57a9e8cc641244459f4870e1ba4a9ecb0364428925f6050b877c9b6	DOWNLOADED
S09_KC795435.1	9	D74	capD9		KC795435.1	12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1941	cap5M9	wza9	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795435_1.fasta	dd7fc693ac1aab6e5fc9057713efd40a5ed0ca1433f93809d04a1235d16e1f9d	DOWNLOADED
S09_KC795436.1	9	D74	wza9		KC795436.1	13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1155	capD9	wzb9	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795436_1.fasta	6903347954a3060f4985c16fd458c7eb53f88ebc74711c3e3f19584897aab1cb	DOWNLOADED
S09_KC795438.1	9	D74	wzb9		KC795438.1	14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	444	wza9	wzs9	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795438_1.fasta	ecd5b8871dd77d6b194df0c6dd8b8f6ebf7a75a4ec07312fef0276ee23e832f7	DOWNLOADED
S09_KC795439.1	9	D74	wzs9		KC795439.1	15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	2088	wzb9	iscR9	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795439_1.fasta	ebef671980a47d627047af7b6531c2725fe94ef96913009cdb05b1ba9e5ce7a4	DOWNLOADED
S09_KC795440.1	9	D74	iscR9		KC795440.1	16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	447	wzs9		transcriptional_regulator	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795440_1.fasta	55665186c060d3fb6c7b930808cb1c372c2bd2dd4cdb212fd98b4ec9649b5b32	DOWNLOADED
S10_KC795441.1	10	H555	funA10		KC795441.1	1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	582		neuA10	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795441_1.fasta	8f6b468482ee70542c62144e9c34d0db2363e323e47122ccb53083a8819c82e2	DOWNLOADED
S10_KC795443.1	10	H555	neuA10		KC795443.1	2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	681	funA10	wzx10	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795443_1.fasta	2214e77f67f7a0b1c73a73e5bdda3aaa5151a6e21b70e441dad577c2ac5352ef	DOWNLOADED
S10_KC795444.1	10	H555	wzx10		KC795444.1	3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1197	neuA10	astA10	polysaccharide_biosynthesis_protein	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795444_1.fasta	3951b04c80c94896cf34a6e3ab79a8ecc1a64372bb418bfa9887a16e48c4cb22	DOWNLOADED
S10_KC795445.1	10	H555	astA10		KC795445.1	4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1008	wzx10	gltH10	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795445_1.fasta	a4ed8446de396d8c51850ec11ca561a1cc83077e1cf4d9839ff5ab3f2b422a76	DOWNLOADED
S10_KC795446.1	10	H555	gltH10		KC795446.1	5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1002	astA10	adlA10	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795446_1.fasta	9aa8e345ae648fe244581db30867908299994859bd969f6df68b2aa8258ff325	DOWNLOADED
S10_KC795447.1	10	H555	adlA10		KC795447.1	6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1104	gltH10	funX10	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795447_1.fasta	9c0e430dd6ac107defede5bcdf2a3f1b7d0d96ba460d360006e430871f80c5ba	DOWNLOADED
S10_KC795448.1	10	H555	funX10		KC795448.1	7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1284	adlA10	funS10	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795448_1.fasta	dd89abee76f43f5f0b571d2d839f37265630c7c0071e9d14e60e12c4b07f8aef	DOWNLOADED
S10_KC795449.1	10	H555	funS10		KC795449.1	8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	807	funX10	gltK10	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795449_1.fasta	826c430680a38979c24377e566f6ccdfc8f4af0fb4e32a44d0d8bb1a3e0fd287	DOWNLOADED
S10_KC795450.1	10	H555	gltK10		KC795450.1	9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	819	funS10	wbgX10	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795450_1.fasta	28702dd86cf66710f7cef1e4aef8d8798223e8a034574ccf22ef5b893c80ee7e	DOWNLOADED
S10_KC795451.1	10	H555	wbgX10		KC795451.1	10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1152	gltK10	wbgY10	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795451_1.fasta	d4373310c1a1bedc26c02668009928d898ed811b1be5a55bd210817bc83dfba2	DOWNLOADED
S10_KC795452.1	10	H555	wbgY10		KC795452.1	11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	594	wbgX10	funM10	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795452_1.fasta	25da52b94d5e1b9048e03ba60a120c2836d8664d4dbdbd5b2579507131ccf686	DOWNLOADED
S10_KC795453.1	10	H555	funM10		KC795453.1	12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1293	wbgY10	capD10	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795453_1.fasta	96e8e18d2d7fb4a5b6f235eec8546264494bd817bf1bd7ec3ff977b071b8ec33	DOWNLOADED
S10_KC795454.1	10	H555	capD10		KC795454.1	13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1941	funM10	wza10	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795454_1.fasta	27fd13f4accc18fb43546a55fff5a082aa98fbb446de6cc32ed4548ba3587c00	DOWNLOADED
S10_KC795455.1	10	H555	wza10		KC795455.1	14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1155	capD10	wzb10	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795455_1.fasta	ac2bd549db2b7d58ee096be2a26d5595c3535e4e8f69d35f908aceda9c41153a	DOWNLOADED
S10_KC795457.1	10	H555	wzb10		KC795457.1	15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	444	wza10	wzs10	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795457_1.fasta	ecd5b8871dd77d6b194df0c6dd8b8f6ebf7a75a4ec07312fef0276ee23e832f7	DOWNLOADED
S10_KC795458.1	10	H555	wzs10		KC795458.1	16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	2088	wzb10	iscR10	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795458_1.fasta	f04128a610ece319ae68ccab4ec8661edb7c95c1083d2230e66e20947acca598	DOWNLOADED
S10_KC795459.1	10	H555	iscR10		KC795459.1	17	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	447	wzs10		transcriptional_regulator	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795459_1.fasta	235a7558e94b3ca4bed1f0f8ba2607a16ce7714a3963d0e605b8b06df11b8862	DOWNLOADED
S11_KC795460.1	11	H465	funA11		KC795460.1	1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	582		funB11	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795460_1.fasta	36ab36e4e54f1722af7826fa93d6b2ff26a10abe02f190ab23d79f2b1ebe97b9	DOWNLOADED
S11_KC795461.1	11	H465	funB11		KC795461.1	2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1245	funA11	hydA11	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795461_1.fasta	4214c992b5c25dc3a15f2d292ae7515e51667258911f83a5dfa9075a2a3c74fb	DOWNLOADED
S11_KC795462.1	11	H465	hydA11		KC795462.1	3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1491	funB11	funC11	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795462_1.fasta	b8f2ef08f316be4d532d4e5f0d9d8c9974c19673e0ab846c29fb50d3820105e2	DOWNLOADED
S11_KC795463.1	11	H465	funC11		KC795463.1	4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	270	hydA11	gptA11	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795463_1.fasta	2d9c5e330390ada0970dffc5156ba311c438f857c343a27325d779314589ef61	DOWNLOADED
S11_KC795464.1	11	H465	gptA11		KC795464.1	5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1230	funC11	wbuS11	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795464_1.fasta	960db2eb7b6d2e520b5d48c630ff4bf4edc058198f007e9e1d8e21f9aa1debd9	DOWNLOADED
S11_KC795465.1	11	H465	wbuS11		KC795465.1	6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	981	gptA11	wzy11	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795465_1.fasta	db38fc19636af1215260a05236e45d3097d1b0ede677ada7ca23a03b007c2a46	DOWNLOADED
S11_KC795466.1	11	H465	wzy11		KC795466.1	7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1176	wbuS11	cap5E11	polysaccharide_biosynthesis_protein	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795466_1.fasta	f725f7aa6bf95dc1e3b4d81b717a82baf4ce22d32d208525f8690ba6a4dbf5b5	DOWNLOADED
S11_KC795467.1	11	H465	cap5E11		KC795467.1	8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1032	wzy11	ndeA11	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795467_1.fasta	faef7e18526f7383997df5ecb8df39f4366e771aef5f80bd6dc2fc113e5b8648	DOWNLOADED
S11_KC795468.1	11	H465	ndeA11		KC795468.1	9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1113	cap5E11	naeA11	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795468_1.fasta	d8be1e9bf5a0eade74b318e9ed20e04996612441c18cd2479b404ec019f379b2	DOWNLOADED
S11_KC795469.1	11	H465	naeA11		KC795469.1	10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1131	ndeA11	gltO11	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795469_1.fasta	be24dab46f7bfa1734d9f4f20f3f15cf306e27dfe6c4e3cadd61f720b579ab28	DOWNLOADED
S11_KC795470.1	11	H465	gltO11		KC795470.1	11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1281	naeA11	bstA11	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795470_1.fasta	75db0add92e4065be768b0fba00b596e875f1691dba6aab4fa8d108030525a73	DOWNLOADED
S11_KC795471.1	11	H465	bstA11		KC795471.1	12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	582	gltO11	actA11	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795471_1.fasta	10605fd74589c23d4528ad1449b402d4a733625fe2840b46095f0fda049cdd66	DOWNLOADED
S11_KC795472.1	11	H465	actA11		KC795472.1	13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	657	bstA11	funY11	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795472_1.fasta	cc88d7f331466ef0a607d3108eb833355c7660ab1f23b1aaf50b47c55a477ebd	DOWNLOADED
S11_KC795473.1	11	H465	funY11		KC795473.1	14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	432	actA11	amtA11	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795473_1.fasta	de0132fcf9d240b408114b259a0f21799ac1506e613a68ecded5e754f8da8727	DOWNLOADED
S11_KC795474.1	11	H465	amtA11		KC795474.1	15	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1179	funY11	capD11	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795474_1.fasta	b98aaf5e1f9acf317abea4743241f9ddc2247d24b81516a729ee3642c9bef8cd	DOWNLOADED
S11_KC795475.1	11	H465	capD11		KC795475.1	16	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1965	amtA11	wza11	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795475_1.fasta	beea3a4783014e20bfaa7664997256061bc8eda0262d2af5d61c264aa97708ee	DOWNLOADED
S11_KC795476.1	11	H465	wza11		KC795476.1	17	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1167	capD11	wzb11	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795476_1.fasta	7fa080d69e8d7758ded0ca0ce5b7eb13c94cfd806628565beb19d09b72e39d94	DOWNLOADED
S11_KC795478.1	11	H465	wzb11		KC795478.1	18	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	444	wza11	wzs11	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795478_1.fasta	ecd5b8871dd77d6b194df0c6dd8b8f6ebf7a75a4ec07312fef0276ee23e832f7	DOWNLOADED
S11_KC795479.1	11	H465	wzs11		KC795479.1	19	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	2088	wzb11	iscR11	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795479_1.fasta	d1460d68d9107ce3b1cb4f4023aa30e0e5a0ff0790a0099bfbd8349c202cd6d4	DOWNLOADED
S11_KC795480.1	11	H465	iscR11		KC795480.1	20	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	447	wzs11		transcriptional_regulator	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795480_1.fasta	a3a3719477c54a8a8be36b0b701b221dbc90da862af6877ee613f44febd427c3	DOWNLOADED
S12_KC795481.1	12	H425	funA12		KC795481.1	1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	582		neuA12	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795481_1.fasta	46d65b4174f196bccd5120b958b9c61c946d04d4a44b36fa652b0b80ebf4944a	DOWNLOADED
S12_KC795482.1	12	H425	neuA12		KC795482.1	2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	585	funA12	wzx12	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795482_1.fasta	d42c4207b2a414f3ba79de8738d5205884e9f8c21964f2c2377753c6ab296c64	DOWNLOADED
S12_KC795483.1	12	H425	wzx12		KC795483.1	3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1197	neuA12	lsgB12	polysaccharide_biosynthesis_protein	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795483_1.fasta	0923691f5420cb5050930090ebaafe087f6ad1be430a9d5c44ef6155eded1406	DOWNLOADED
S12_KC795484.1	12	H425	lsgB12		KC795484.1	4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	969	wzx12	funK12	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795484_1.fasta	77e7bc1c3d167ed5768dc799e913097b221d540a70fb33c3d4cc1d29039427ee	DOWNLOADED
S12_KC795485.1	12	H425	funK12		KC795485.1	5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1029	lsgB12	wcwK12	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795485_1.fasta	9f6e5e8ae9308cf4bbbaeb32f28a1014bf37d83a2cc813564924552b59f2c601	DOWNLOADED
S12_KC795486.1	12	H425	wcwK12		KC795486.1	6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1032	funK12	wcfQ12	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795486_1.fasta	b344b3a27f753b54ca04f0594f8978f2f38c76b2e3ee9a366a1e27876ab6b931	DOWNLOADED
S12_KC795487.1	12	H425	wcfQ12		KC795487.1	7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	819	wcwK12	wbgX12	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795487_1.fasta	b03084b1c70f74d2dc35d48a48d964074d9896cafd9e24c4e7966f850706625d	DOWNLOADED
S12_KC795488.1	12	H425	wbgX12		KC795488.1	8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1209	wcfQ12	wbgY12	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795488_1.fasta	d73fa9ed84ad9590c540595002f32184fde4064d468d46290d98d7842c1ef9f2	DOWNLOADED
S12_KC795489.1	12	H425	wbgY12		KC795489.1	9	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	594	wbgX12	capD12	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795489_1.fasta	f0e5d08d6efea063d2df1495f99cb6ec76b2bae23387314a76fe2a325f947916	DOWNLOADED
S12_KC795490.1	12	H425	capD12		KC795490.1	10	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1941	wbgY12	wza12	other_not_classified	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795490_1.fasta	468aa151949148d67bd6c5d13c72c6f816bc2ed3db555cb9292dbe9283a78837	DOWNLOADED
S12_KC795491.1	12	H425	wza12		KC795491.1	11	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1155	capD12	wzb12	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795491_1.fasta	3c27cf5ce2e5409251d2102c65d261f0f75beae814536580991294186d71c4df	DOWNLOADED
S12_KC795493.1	12	H425	wzb12		KC795493.1	12	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	444	wza12	wzs12	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795493_1.fasta	ecd5b8871dd77d6b194df0c6dd8b8f6ebf7a75a4ec07312fef0276ee23e832f7	DOWNLOADED
S12_KC795494.1	12	H425	wzs12		KC795494.1	13	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	2088	wzb12	iscR12	polysaccharide_export	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795494_1.fasta	d1460d68d9107ce3b1cb4f4023aa30e0e5a0ff0790a0099bfbd8349c202cd6d4	DOWNLOADED
S12_KC795495.1	12	H425	iscR12		KC795495.1	14	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	447	wzs12		transcriptional_regulator	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795495_1.fasta	9b392bb6a5891440e18f0076a44fb36ba8e59d001a51e788f9060b92772ca271	DOWNLOADED
S13_KC795496.1	13	IA-84-17975	funA13		KC795496.1	1	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	582		neuA13	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795496_1.fasta	84c4e204c40153f3b0e833ef13336af62a8df283371dc182a4d5cb8b99e8dd99	DOWNLOADED
S13_KC795497.1	13	IA-84-17975	neuA13		KC795497.1	2	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	741	funA13	wzx13	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795497_1.fasta	4f6f278b2182395ce5d98180b84978e7ce8b92cff9665c51d5d36361f6dc8aa6	DOWNLOADED
S13_KC795498.1	13	IA-84-17975	wzx13		KC795498.1	3	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1197	neuA13	lsgB13	polysaccharide_biosynthesis_protein	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795498_1.fasta	c4ed35a7b563cdc2f62b1be6e3ec3e4bf9aae8514dafaa4e3ba95010746b52e5	DOWNLOADED
S13_KC795499.1	13	IA-84-17975	lsgB13		KC795499.1	4	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	987	wzx13	gltP13	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795499_1.fasta	822c20cc05a0c913ae96fa021acfb6396c70554db24bbb7db2361466066c7ef3	DOWNLOADED
S13_KC795500.1	13	IA-84-17975	gltP13		KC795500.1	5	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1092	lsgB13	funZ13	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795500_1.fasta	0837201c5ab2e2d4e48af38a67d1210af7035fa7477ba69cb1f71c374990278b	DOWNLOADED
S13_KC795501.1	13	IA-84-17975	funZ13		KC795501.1	6	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	885	gltP13	waaL13	function_unknown	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795501_1.fasta	3e0dcc30c127634893ab102c1d33b91b9a876ec7f663d6560307c45eb5df8e9a	DOWNLOADED
S13_KC795502.1	13	IA-84-17975	waaL13		KC795502.1	7	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1161	funZ13	gltM13	other_biosynthesis_or_modification	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795502_1.fasta	10353df554d17f01a10cb2f9f3f6d99732466a63cdaeb254cd3a1fa38c017a09	DOWNLOADED
S13_KC795503.1	13	IA-84-17975	gltM13		KC795503.1	8	REFERENCE_FASTA_ORDER_PLUS_ASSUMED	1134	waaL13	ndeB13	glycosyltransferase	Howell et al. 2013 J Bacteriol	10.1128/JB.00471-13	data/reference_sequences/howell2013_cds/all_cds/KC795503_1.fasta	261e1058d5001496e6011ad05917cd896a49f8517e7a6873291006004b59553a	DOWNLOADED
